0x7c, 0x78,
0x133, 0x77,
0x1eb, 0x77,
0x2a2, 0x77,
0x35a, 0x77,
0x412, 0x77,
0x4c9, 0x76,
0x581, 0x76,
0x638, 0x76,
0x6f0, 0x75,
0x7a7, 0x75,
0x85f, 0x75,
0x917, 0x75,
0x9ce, 0x74,
0xa85, 0x74,
0xb3c, 0x74,
0xbf3, 0x73,
0xcab, 0x73,
0xd62, 0x72,
0xe19, 0x72,
0xed0, 0x72,
0xf87, 0x71,
0x103e, 0x71,
0x10f5, 0x70,
0x11ac, 0x70,
0x1263, 0x70,
0x131a, 0x6f,
0x13d1, 0x6f,
0x1487, 0x6e,
0x153e, 0x6e,
0x15f5, 0x6d,
0x16ac, 0x6d,
0x1762, 0x6c,
0x1819, 0x6c,
0x18d0, 0x6b,
0x1986, 0x6b,
0x1a3d, 0x6a,
0x1af3, 0x69,
0x1baa, 0x69,
0x1c60, 0x68,
0x1d15, 0x68,
0x1dcc, 0x67,
0x1e82, 0x67,
0x1f38, 0x66,
0x1fef, 0x65,
0x20a5, 0x65,
0x215a, 0x64,
0x2210, 0x63,
0x22c6, 0x63,
0x237c, 0x62,
0x2431, 0x61,
0x24e7, 0x61,
0x259c, 0x60,
0x2651, 0x5f,
0x2707, 0x5e,
0x27bd, 0x5e,
0x2871, 0x5d,
0x2927, 0x5c,
0x29dc, 0x5c,
0x2a91, 0x5b,
0x2b46, 0x5a,
0x2bfc, 0x59,
0x2cb0, 0x58,
0x2d65, 0x58,
0x7b, 0x12f,
0x133, 0x12f,
0x1eb, 0x12e,
0x2a2, 0x12e,
0x35a, 0x12e,
0x411, 0x12e,
0x4c9, 0x12e,
0x580, 0x12d,
0x638, 0x12d,
0x6ef, 0x12d,
0x7a7, 0x12c,
0x85e, 0x12c,
0x915, 0x12c,
0x9cc, 0x12c,
0xa85, 0x12b,
0xb3c, 0x12b,
0xbf3, 0x12a,
0xcaa, 0x12a,
0xd61, 0x12a,
0xe18, 0x129,
0xed0, 0x129,
0xf87, 0x128,
0x103e, 0x128,
0x10f5, 0x128,
0x11ab, 0x127,
0x1262, 0x127,
0x1319, 0x126,
0x13d0, 0x126,
0x1487, 0x125,
0x153e, 0x125,
0x15f5, 0x124,
0x16ab, 0x124,
0x1762, 0x123,
0x1819, 0x123,
0x18cf, 0x122,
0x1986, 0x122,
0x1a3c, 0x121,
0x1af3, 0x120,
0x1ba8, 0x120,
0x1c60, 0x11f,
0x1d15, 0x11f,
0x1dcb, 0x11e,
0x1e82, 0x11d,
0x1f38, 0x11d,
0x1fee, 0x11c,
0x20a3, 0x11b,
0x2159, 0x11b,
0x220f, 0x11a,
0x22c5, 0x119,
0x237a, 0x119,
0x2430, 0x118,
0x24e6, 0x117,
0x259c, 0x117,
0x2651, 0x116,
0x2706, 0x115,
0x27bc, 0x114,
0x2871, 0x114,
0x2926, 0x113,
0x29dc, 0x112,
0x2a90, 0x111,
0x2b46, 0x110,
0x2bfa, 0x110,
0x2caf, 0x10f,
0x2d65, 0x10e,
0x7b, 0x1e6,
0x133, 0x1e6,
0x1ea, 0x1e6,
0x2a2, 0x1e6,
0x359, 0x1e5,
0x411, 0x1e5,
0x4c9, 0x1e5,
0x580, 0x1e5,
0x638, 0x1e4,
0x6ef, 0x1e4,
0x7a7, 0x1e4,
0x85e, 0x1e3,
0x915, 0x1e3,
0x9cc, 0x1e3,
0xa83, 0x1e2,
0xb3c, 0x1e2,
0xbf3, 0x1e2,
0xcaa, 0x1e1,
0xd61, 0x1e1,
0xe18, 0x1e0,
0xecf, 0x1e0,
0xf86, 0x1e0,
0x103d, 0x1df,
0x10f4, 0x1df,
0x11ab, 0x1de,
0x1262, 0x1de,
0x1319, 0x1dd,
0x13d0, 0x1dd,
0x1487, 0x1dc,
0x153d, 0x1dc,
0x15f4, 0x1db,
0x16ab, 0x1db,
0x1761, 0x1da,
0x1818, 0x1da,
0x18cf, 0x1d9,
0x1985, 0x1d8,
0x1a3c, 0x1d8,
0x1af1, 0x1d7,
0x1ba8, 0x1d7,
0x1c5e, 0x1d6,
0x1d15, 0x1d6,
0x1dcb, 0x1d5,
0x1e81, 0x1d4,
0x1f37, 0x1d3,
0x1fee, 0x1d3,
0x20a3, 0x1d2,
0x2159, 0x1d2,
0x220f, 0x1d1,
0x22c5, 0x1d0,
0x237a, 0x1cf,
0x2430, 0x1cf,
0x24e6, 0x1ce,
0x259a, 0x1cd,
0x2650, 0x1cc,
0x2706, 0x1cc,
0x27bc, 0x1cb,
0x2870, 0x1ca,
0x2926, 0x1c9,
0x29da, 0x1c8,
0x2a90, 0x1c8,
0x2b45, 0x1c7,
0x2bf9, 0x1c6,
0x2caf, 0x1c5,
0x2d63, 0x1c4,
0x7b, 0x29e,
0x133, 0x29d,
0x1ea, 0x29d,
0x2a2, 0x29d,
0x359, 0x29d,
0x411, 0x29c,
0x4c8, 0x29c,
0x580, 0x29c,
0x637, 0x29c,
0x6ef, 0x29b,
0x7a6, 0x29b,
0x85e, 0x29b,
0x915, 0x29a,
0x9cc, 0x29a,
0xa83, 0x299,
0xb3a, 0x299,
0xbf3, 0x299,
0xcaa, 0x298,
0xd61, 0x298,
0xe18, 0x298,
0xecf, 0x297,
0xf86, 0x297,
0x103d, 0x296,
0x10f4, 0x296,
0x11ab, 0x295,
0x1262, 0x295,
0x1319, 0x294,
0x13cf, 0x294,
0x1486, 0x293,
0x153d, 0x293,
0x15f4, 0x292,
0x16aa, 0x292,
0x1761, 0x291,
0x1818, 0x291,
0x18ce, 0x290,
0x1985, 0x28f,
0x1a3a, 0x28f,
0x1af1, 0x28e,
0x1ba7, 0x28e,
0x1c5e, 0x28d,
0x1d14, 0x28c,
0x1dca, 0x28c,
0x1e81, 0x28b,
0x1f37, 0x28a,
0x1fec, 0x28a,
0x20a2, 0x289,
0x2158, 0x288,
0x220e, 0x288,
0x22c3, 0x287,
0x2379, 0x286,
0x242f, 0x285,
0x24e5, 0x284,
0x259a, 0x284,
0x2650, 0x283,
0x2705, 0x282,
0x27ba, 0x281,
0x2870, 0x281,
0x2925, 0x280,
0x29da, 0x27f,
0x2a8f, 0x27e,
0x2b43, 0x27d,
0x2bf9, 0x27c,
0x2cae, 0x27c,
0x2d62, 0x27b,
0x7b, 0x355,
0x132, 0x355,
0x1ea, 0x354,
0x2a2, 0x354,
0x359, 0x354,
0x411, 0x354,
0x4c8, 0x353,
0x580, 0x353,
0x637, 0x353,
0x6ee, 0x352,
0x7a6, 0x352,
0x85d, 0x352,
0x914, 0x351,
0x9cc, 0x351,
0xa83, 0x351,
0xb3a, 0x350,
0xbf1, 0x350,
0xca8, 0x350,
0xd60, 0x34f,
0xe17, 0x34f,
0xecf, 0x34e,
0xf86, 0x34e,
0x103c, 0x34d,
0x10f3, 0x34d,
0x11aa, 0x34c,
0x1261, 0x34c,
0x1318, 0x34b,
0x13cf, 0x34b,
0x1486, 0x34a,
0x153d, 0x34a,
0x15f3, 0x349,
0x16aa, 0x349,
0x1761, 0x348,
0x1817, 0x347,
0x18ce, 0x347,
0x1983, 0x346,
0x1a3a, 0x346,
0x1af0, 0x345,
0x1ba7, 0x344,
0x1c5d, 0x344,
0x1d13, 0x343,
0x1dca, 0x342,
0x1e80, 0x342,
0x1f35, 0x341,
0x1feb, 0x340,
0x20a2, 0x340,
0x2158, 0x33f,
0x220e, 0x33e,
0x22c3, 0x33d,
0x2379, 0x33d,
0x242e, 0x33c,
0x24e3, 0x33b,
0x2599, 0x33a,
0x264f, 0x339,
0x2705, 0x339,
0x27b9, 0x338,
